"","site","studySub","studyName","subSiteID","Scale","date.no","even","temp_n","duration","initialEven","Sys","Taxon","Trophic","Prediction","Lat","Long","Climate","Protection","area","year0","initialYr","year0Z","initialYrZ","durationZ"
"4432","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","gamma",38822,0.7654406,13,1.98,0.44118475,"pelagic","zooplankton",2,"none",-32,115.417,"subtropical","2_unprotected",0.282743339,48.29,47.82,20.29,19.82,-26.02
"4440","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","gamma",38856,0.696564545,13,1.98,0.44118475,"pelagic","zooplankton",2,"none",-32,115.417,"subtropical","2_unprotected",0.282743339,48.38,47.82,20.38,19.82,-26.02
"4442","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","gamma",38884,0.758021948,13,1.98,0.44118475,"pelagic","zooplankton",2,"none",-32,115.417,"subtropical","2_unprotected",0.282743339,48.46,47.82,20.46,19.82,-26.02
"4433","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","gamma",38920,0.679868265,13,1.98,0.44118475,"pelagic","zooplankton",2,"none",-32,115.417,"subtropical","2_unprotected",0.282743339,48.56,47.82,20.56,19.82,-26.02
"4431","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","gamma",38948,0.708481691,13,1.98,0.44118475,"pelagic","zooplankton",2,"none",-32,115.417,"subtropical","2_unprotected",0.282743339,48.63,47.82,20.63,19.82,-26.02
"4436","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","gamma",38983,0.635222848,13,1.98,0.44118475,"pelagic","zooplankton",2,"none",-32,115.417,"subtropical","2_unprotected",0.282743339,48.73,47.82,20.73,19.82,-26.02
"4438","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","gamma",39044,0.550262041,13,1.98,0.44118475,"pelagic","zooplankton",2,"none",-32,115.417,"subtropical","2_unprotected",0.282743339,48.9,47.82,20.9,19.82,-26.02
"4435","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","gamma",39065,0.656223085,13,1.98,0.44118475,"pelagic","zooplankton",2,"none",-32,115.417,"subtropical","2_unprotected",0.282743339,48.95,47.82,20.95,19.82,-26.02
"4443","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","gamma",39347,0.621270254,13,1.98,0.44118475,"pelagic","zooplankton",2,"none",-32,115.417,"subtropical","2_unprotected",0.282743339,49.72,47.82,21.72,19.82,-26.02
"4437","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","gamma",39374,0.673517636,13,1.98,0.44118475,"pelagic","zooplankton",2,"none",-32,115.417,"subtropical","2_unprotected",0.282743339,49.8,47.82,21.8,19.82,-26.02
"5655","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",38603,0.811041665,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,47.69,47.69,19.69,19.69,-25.87
"5658","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",38678,0.853896852,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,47.89,47.69,19.89,19.69,-25.87
"5663","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",38700,0.815552453,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,47.95,47.69,19.95,19.69,-25.87
"5674","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",38735,0.668028909,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,48.05,47.69,20.05,19.69,-25.87
"5657","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",38771,0.801750615,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,48.15,47.69,20.15,19.69,-25.87
"5664","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",38819,0.76018117,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,48.28,47.69,20.28,19.69,-25.87
"5659","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",38857,0.777935494,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,48.38,47.69,20.38,19.69,-25.87
"5673","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",38926,0.700164998,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,48.57,47.69,20.57,19.69,-25.87
"5669","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",38945,0.652616409,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,48.62,47.69,20.62,19.69,-25.87
"5671","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",38968,0.657092807,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,48.69,47.69,20.69,19.69,-25.87
"5666","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",39021,0.730796074,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,48.83,47.69,20.83,19.69,-25.87
"5660","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",39058,0.656714796,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,48.93,47.69,20.93,19.69,-25.87
"5665","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",39099,0.606259427,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,49.05,47.69,21.05,19.69,-25.87
"5661","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",39129,0.671205457,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,49.13,47.69,21.13,19.69,-25.87
"5656","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",39163,0.602653235,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,49.22,47.69,21.22,19.69,-25.87
"5672","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",39185,0.78347492,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,49.28,47.69,21.28,19.69,-25.87
"5668","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",39228,0.771052749,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,49.4,47.69,21.4,19.69,-25.87
"5667","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",39248,0.704239174,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,49.45,47.69,21.45,19.69,-25.87
"5670","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",39282,0.678820561,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,49.55,47.69,21.55,19.69,-25.87
"5662","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",39304,0.733707086,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,49.61,47.69,21.61,19.69,-25.87
"5654","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",39332,0.743859447,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,49.68,47.69,21.68,19.69,-25.87
"5653","Yongala","IMOS","IMOS","IMOS_Yongala_S","gamma",39381,0.824785436,22,2.13,0.811041665,"pelagic","zooplankton",2,"none",-19.306,147.26,"tropical","2_unprotected",0.282743339,49.82,47.69,21.82,19.69,-25.87
"2798","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",26450,0.34,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,14.41,14.41,-13.59,-13.59,-6.99
"2786","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",26815,0.3,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,15.41,14.41,-12.59,-13.59,-6.99
"2797","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",27180,0.2,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,16.41,14.41,-11.59,-13.59,-6.99
"2799","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",27545,0.3,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,17.41,14.41,-10.59,-13.59,-6.99
"2784","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",27911,0.34,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,18.41,14.41,-9.59,-13.59,-6.99
"2802","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",28276,0.36,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,19.41,14.41,-8.59,-13.59,-6.99
"2783","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",28641,0.3,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,20.41,14.41,-7.59,-13.59,-6.99
"2796","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",29006,0.37,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,21.41,14.41,-6.59,-13.59,-6.99
"2791","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",29372,0.33,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,22.41,14.41,-5.59,-13.59,-6.99
"2794","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",29737,0.41,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,23.41,14.41,-4.59,-13.59,-6.99
"2790","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",30102,0.36,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,24.41,14.41,-3.59,-13.59,-6.99
"2793","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",30467,0.54,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,25.41,14.41,-2.59,-13.59,-6.99
"2788","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",30833,0.55,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,26.41,14.41,-1.59,-13.59,-6.99
"2803","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",31198,0.57,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,27.41,14.41,-0.59,-13.59,-6.99
"2785","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",31563,0.52,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,28.41,14.41,0.41,-13.59,-6.99
"2792","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",31928,0.5,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,29.41,14.41,1.41,-13.59,-6.99
"2789","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",32294,0.7,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,30.41,14.41,2.41,-13.59,-6.99
"2782","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",32659,0.56,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,31.41,14.41,3.41,-13.59,-6.99
"2800","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",33024,0.65,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,32.41,14.41,4.41,-13.59,-6.99
"2795","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",33389,0.59,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,33.41,14.41,5.41,-13.59,-6.99
"2801","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",33755,0.71,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,34.41,14.41,6.41,-13.59,-6.99
"2787","Kinneil","McLusky","McLusky","McLusky_Kinneil_S","gamma",34120,0.66,22,21.01,0.34,"softBottom","benthic invertebrates",2,"positive",56.029,-3.657,"temperate","4_urban",0.005,35.41,14.41,7.41,-13.59,-6.99
"1845","Entrance","Miller","Miller","Miller_Entrance_S","gamma",34485,0.7198541,4,3,0.7198541,"pelagic","larval fish",2,"none",43.347,-124.321,"temperate","3_estuary",0.078539816,36.41,36.41,8.41,8.41,-25
"1847","Entrance","Miller","Miller","Miller_Entrance_S","gamma",34850,0.521129589,4,3,0.7198541,"pelagic","larval fish",2,"none",43.347,-124.321,"temperate","3_estuary",0.078539816,37.41,36.41,9.41,8.41,-25
"1844","Entrance","Miller","Miller","Miller_Entrance_S","gamma",35216,0.716380656,4,3,0.7198541,"pelagic","larval fish",2,"none",43.347,-124.321,"temperate","3_estuary",0.078539816,38.41,36.41,10.41,8.41,-25
"1846","Entrance","Miller","Miller","Miller_Entrance_S","gamma",35581,0.728816189,4,3,0.7198541,"pelagic","larval fish",2,"none",43.347,-124.321,"temperate","3_estuary",0.078539816,39.41,36.41,11.41,8.41,-25
"889","Baiona","Moreira","Moreira","Moreira_Baiona_R","alpha",33724,0.692981878,13,1,0.692981878,"softBottom","benthic invertebrates",2,"none",42.12,-8.85,"temperate","3_estuary",0.056,34.33,34.33,6.33,6.33,-27
"894","Baiona","Moreira","Moreira","Moreira_Baiona_R","alpha",33755,0.719934102,13,1,0.692981878,"softBottom","benthic invertebrates",2,"none",42.12,-8.85,"temperate","3_estuary",0.056,34.41,34.33,6.41,6.33,-27
"891","Baiona","Moreira","Moreira","Moreira_Baiona_R","alpha",33785,0.755057661,13,1,0.692981878,"softBottom","benthic invertebrates",2,"none",42.12,-8.85,"temperate","3_estuary",0.056,34.5,34.33,6.5,6.33,-27
"893","Baiona","Moreira","Moreira","Moreira_Baiona_R","alpha",33816,0.692784185,13,1,0.692981878,"softBottom","benthic invertebrates",2,"none",42.12,-8.85,"temperate","3_estuary",0.056,34.58,34.33,6.58,6.33,-27
"887","Baiona","Moreira","Moreira","Moreira_Baiona_R","alpha",33847,0.779439868,13,1,0.692981878,"softBottom","benthic invertebrates",2,"none",42.12,-8.85,"temperate","3_estuary",0.056,34.67,34.33,6.67,6.33,-27
"888","Baiona","Moreira","Moreira","Moreira_Baiona_R","alpha",33877,0.833410214,13,1,0.692981878,"softBottom","benthic invertebrates",2,"none",42.12,-8.85,"temperate","3_estuary",0.056,34.75,34.33,6.75,6.33,-27
"886","Baiona","Moreira","Moreira","Moreira_Baiona_R","alpha",33908,0.689884679,13,1,0.692981878,"softBottom","benthic invertebrates",2,"none",42.12,-8.85,"temperate","3_estuary",0.056,34.83,34.33,6.83,6.33,-27
"884","Baiona","Moreira","Moreira","Moreira_Baiona_R","alpha",33938,0.751960461,13,1,0.692981878,"softBottom","benthic invertebrates",2,"none",42.12,-8.85,"temperate","3_estuary",0.056,34.92,34.33,6.92,6.33,-27
"890","Baiona","Moreira","Moreira","Moreira_Baiona_R","alpha",33969,0.770939044,13,1,0.692981878,"softBottom","benthic invertebrates",2,"none",42.12,-8.85,"temperate","3_estuary",0.056,35,34.33,7,6.33,-27
"885","Baiona","Moreira","Moreira","Moreira_Baiona_R","alpha",34000,0.733113674,13,1,0.692981878,"softBottom","benthic invertebrates",2,"none",42.12,-8.85,"temperate","3_estuary",0.056,35.09,34.33,7.09,6.33,-27
"892","Baiona","Moreira","Moreira","Moreira_Baiona_R","alpha",34028,0.751894563,13,1,0.692981878,"softBottom","benthic invertebrates",2,"none",42.12,-8.85,"temperate","3_estuary",0.056,35.16,34.33,7.16,6.33,-27
"896","Baiona","Moreira","Moreira","Moreira_Baiona_R","alpha",34059,0.746490939,13,1,0.692981878,"softBottom","benthic invertebrates",2,"none",42.12,-8.85,"temperate","3_estuary",0.056,35.25,34.33,7.25,6.33,-27
"895","Baiona","Moreira","Moreira","Moreira_Baiona_R","alpha",34089,0.73291598,13,1,0.692981878,"softBottom","benthic invertebrates",2,"none",42.12,-8.85,"temperate","3_estuary",0.056,35.33,34.33,7.33,6.33,-27
"23","ABUR","SBCalg","SBC","SBCalg_ABUR_R","alpha",35642,0.814982597,12,11.01,0.814982597,"hardBottom","algae",1,"none",34.400275,-119.7445915,"subtropical","2_unprotected",40,39.58,39.58,11.58,11.58,-16.99
"17","ABUR","SBCalg","SBC","SBCalg_ABUR_R","alpha",36007,0.816826803,12,11.01,0.814982597,"hardBottom","algae",1,"none",34.400275,-119.7445915,"subtropical","2_unprotected",40,40.58,39.58,12.58,11.58,-16.99
"19","ABUR","SBCalg","SBC","SBCalg_ABUR_R","alpha",36372,0.748935666,12,11.01,0.814982597,"hardBottom","algae",1,"none",34.400275,-119.7445915,"subtropical","2_unprotected",40,41.58,39.58,13.58,11.58,-16.99
"13","ABUR","SBCalg","SBC","SBCalg_ABUR_R","alpha",37103,0.748038415,12,11.01,0.814982597,"hardBottom","algae",1,"none",34.400275,-119.7445915,"subtropical","2_unprotected",40,43.58,39.58,15.58,11.58,-16.99
"20","ABUR","SBCalg","SBC","SBCalg_ABUR_R","alpha",37468,0.864856727,12,11.01,0.814982597,"hardBottom","algae",1,"none",34.400275,-119.7445915,"subtropical","2_unprotected",40,44.58,39.58,16.58,11.58,-16.99
"16","ABUR","SBCalg","SBC","SBCalg_ABUR_R","alpha",37833,0.727984655,12,11.01,0.814982597,"hardBottom","algae",1,"none",34.400275,-119.7445915,"subtropical","2_unprotected",40,45.58,39.58,17.58,11.58,-16.99
"21","ABUR","SBCalg","SBC","SBCalg_ABUR_R","alpha",38199,0.65191228,12,11.01,0.814982597,"hardBottom","algae",1,"none",34.400275,-119.7445915,"subtropical","2_unprotected",40,46.58,39.58,18.58,11.58,-16.99
"24","ABUR","SBCalg","SBC","SBCalg_ABUR_R","alpha",38564,0.88916127,12,11.01,0.814982597,"hardBottom","algae",1,"none",34.400275,-119.7445915,"subtropical","2_unprotected",40,47.58,39.58,19.58,11.58,-16.99
"15","ABUR","SBCalg","SBC","SBCalg_ABUR_R","alpha",38929,0.7776402,12,11.01,0.814982597,"hardBottom","algae",1,"none",34.400275,-119.7445915,"subtropical","2_unprotected",40,48.58,39.58,20.58,11.58,-16.99
"14","ABUR","SBCalg","SBC","SBCalg_ABUR_R","alpha",39294,0.776491191,12,11.01,0.814982597,"hardBottom","algae",1,"none",34.400275,-119.7445915,"subtropical","2_unprotected",40,49.58,39.58,21.58,11.58,-16.99
"18","ABUR","SBCalg","SBC","SBCalg_ABUR_R","alpha",39660,0.84058505,12,11.01,0.814982597,"hardBottom","algae",1,"none",34.400275,-119.7445915,"subtropical","2_unprotected",40,50.58,39.58,22.58,11.58,-16.99
"263","AHND","SBCalg","SBC","SBCalg_AHND_R","alpha",35642,0.864639404,12,11.01,0.864639404,"hardBottom","algae",1,"none",34.471817,-120.1426165,"subtropical","2_unprotected",40,39.58,39.58,11.58,11.58,-16.99
"300","AHND","SBCalg","SBC","SBCalg_AHND_R","alpha",36007,0.868891846,12,11.01,0.864639404,"hardBottom","algae",1,"none",34.471817,-120.1426165,"subtropical","2_unprotected",40,40.58,39.58,12.58,11.58,-16.99
"299","AHND","SBCalg","SBC","SBCalg_AHND_R","alpha",36372,0.801557611,12,11.01,0.864639404,"hardBottom","algae",1,"none",34.471817,-120.1426165,"subtropical","2_unprotected",40,41.58,39.58,13.58,11.58,-16.99
"297","AHND","SBCalg","SBC","SBCalg_AHND_R","alpha",36738,0.880771179,12,11.01,0.864639404,"hardBottom","algae",1,"none",34.471817,-120.1426165,"subtropical","2_unprotected",40,42.58,39.58,14.58,11.58,-16.99
"296","AHND","SBCalg","SBC","SBCalg_AHND_R","alpha",37103,0.801447218,12,11.01,0.864639404,"hardBottom","algae",1,"none",34.471817,-120.1426165,"subtropical","2_unprotected",40,43.58,39.58,15.58,11.58,-16.99
"222","AHND","SBCalg","SBC","SBCalg_AHND_R","alpha",37468,0.43039012,12,11.01,0.864639404,"hardBottom","algae",1,"none",34.471817,-120.1426165,"subtropical","2_unprotected",40,44.58,39.58,16.58,11.58,-16.99
"298","AHND","SBCalg","SBC","SBCalg_AHND_R","alpha",37833,0.301145776,12,11.01,0.864639404,"hardBottom","algae",1,"none",34.471817,-120.1426165,"subtropical","2_unprotected",40,45.58,39.58,17.58,11.58,-16.99
"302","AHND","SBCalg","SBC","SBCalg_AHND_R","alpha",38199,0.491990474,12,11.01,0.864639404,"hardBottom","algae",1,"none",34.471817,-120.1426165,"subtropical","2_unprotected",40,46.58,39.58,18.58,11.58,-16.99
"301","AHND","SBCalg","SBC","SBCalg_AHND_R","alpha",38564,0.818428276,12,11.01,0.864639404,"hardBottom","algae",1,"none",34.471817,-120.1426165,"subtropical","2_unprotected",40,47.58,39.58,19.58,11.58,-16.99
"294","AHND","SBCalg","SBC","SBCalg_AHND_R","alpha",38929,0.903362841,12,11.01,0.864639404,"hardBottom","algae",1,"none",34.471817,-120.1426165,"subtropical","2_unprotected",40,48.58,39.58,20.58,11.58,-16.99
"293","AHND","SBCalg","SBC","SBCalg_AHND_R","alpha",39294,0.850625423,12,11.01,0.864639404,"hardBottom","algae",1,"none",34.471817,-120.1426165,"subtropical","2_unprotected",40,49.58,39.58,21.58,11.58,-16.99
"295","AHND","SBCalg","SBC","SBCalg_AHND_R","alpha",39660,0.864461796,12,11.01,0.864639404,"hardBottom","algae",1,"none",34.471817,-120.1426165,"subtropical","2_unprotected",40,50.58,39.58,22.58,11.58,-16.99
"452","AQUE","SBCalg","SBC","SBCalg_AQUE_R","alpha",35642,0.709932754,12,11.01,0.709932754,"hardBottom","algae",1,"none",34.46774988,-120.11905,"subtropical","2_unprotected",40,39.58,39.58,11.58,11.58,-16.99
"455","AQUE","SBCalg","SBC","SBCalg_AQUE_R","alpha",36007,0.740231845,12,11.01,0.709932754,"hardBottom","algae",1,"none",34.46774988,-120.11905,"subtropical","2_unprotected",40,40.58,39.58,12.58,11.58,-16.99
"456","AQUE","SBCalg","SBC","SBCalg_AQUE_R","alpha",36372,0.71179932,12,11.01,0.709932754,"hardBottom","algae",1,"none",34.46774988,-120.11905,"subtropical","2_unprotected",40,41.58,39.58,13.58,11.58,-16.99
"454","AQUE","SBCalg","SBC","SBCalg_AQUE_R","alpha",36738,0.674611738,12,11.01,0.709932754,"hardBottom","algae",1,"none",34.46774988,-120.11905,"subtropical","2_unprotected",40,42.58,39.58,14.58,11.58,-16.99
